N,P,K,Soil_pH,Soil_Moisture,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Altitude,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare,Normalize_Rainfall_by_Windspeed,Soil_Type_Loamy,Soil_Type_Sandy,Soil_Type_Silt,Region_East,Region_North,Region_South,Region_West,Season_Rabi,Season_Zaid,Crop_Type_Maize,Crop_Type_Potato,Crop_Type_Rice,Crop_Type_Sugarcane,Crop_Type_Wheat,Irrigation_Type_Drip,Irrigation_Type_Rainfed,Irrigation_Type_Sprinkler,SOC_Binned_0.5,SOC_Binned_1.0,SOC_Binned_1.5,Soil_Moisture_Binned_20,Soil_Moisture_Binned_40,Soil_Moisture_Binned_60
68,24,66,5.82,56.98,1.09,23.82,52.45,2442.34,6.14,12.22,1262,150.59,10.17,8.97,199.86415711947626,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
157,56,47,5.82,36.24,0.88,30.75,41.56,1415.79,7.67,7.34,1436,106.52,12.75,74.33,192.88692098092642,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
117,51,72,6.7,56.5,1.2,10.45,73.01,1492.89,8.27,8.28,1440,322.83,18.69,28.46,180.30072463768118,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
55,40,50,5.65,61.58,0.68,15.66,56.27,342.86,9.4,16.28,903,337.16,5.24,72.73,21.06019656019656,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
46,26,27,8.0,16.03,1.37,20.96,32.77,479.69,7.81,13.04,34,136.78,12.18,20.46,36.78604294478528,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
100,98,91,6.54,18.11,0.81,23.58,64.71,1373.96,8.59,9.67,1852,238.84,16.97,9.92,142.08479834539816,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
42,63,143,5.24,21.7,1.34,13.91,64.83,319.03,6.24,12.53,1213,151.4,15.36,4.36,25.461292897047088,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
98,28,117,5.75,21.11,0.33,34.6,70.9,808.65,4.86,12.65,1904,228.22,4.01,7.25,63.92490118577075,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
55,60,106,7.28,37.72,0.81,37.88,74.12,1998.97,4.42,10.64,1088,145.05,20.71,24.05,187.87312030075188,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
78,49,93,4.85,53.2,0.59,32.54,68.74,1872.14,6.04,11.67,2166,77.64,0.47,73.78,160.42330762639247,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
36,43,120,7.99,63.07,0.88,37.86,50.3,1717.1,8.67,7.0,814,103.44,10.96,74.39,245.29999999999998,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
87,26,44,6.31,35.89,1.53,32.3,80.12,2362.81,4.62,6.94,1488,211.73,7.42,8.88,340.4625360230547,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
78,96,134,6.57,49.42,0.51,23.23,86.12,1203.41,9.17,6.77,246,132.32,2.5,25.24,177.75627769571642,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
132,58,52,8.16,46.78,0.41,21.79,48.13,1949.7,6.85,1.66,1611,200.25,19.01,77.81,1174.5180722891566,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
82,80,116,6.51,34.66,0.38,14.99,46.91,1911.37,7.28,15.08,1341,323.91,21.71,10.27,126.74867374005304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
91,16,131,8.02,51.06,0.46,12.59,60.78,1948.02,5.49,3.68,2019,71.91,13.38,7.06,529.3532608695651,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
46,73,115,7.91,44.6,0.38,16.59,89.15,1984.77,8.88,2.6,733,296.43,14.21,7.49,763.3730769230768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54,31,24,8.0,53.0,1.19,25.96,39.8,2305.9,10.79,8.19,199,201.2,13.96,9.47,281.55067155067155,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
160,24,140,7.56,24.68,0.45,14.05,59.7,1820.73,6.81,9.15,1184,104.76,8.88,23.32,198.98688524590165,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
58,32,129,5.81,33.01,0.56,38.53,41.65,2490.41,4.81,5.47,1977,127.33,13.02,10.15,455.2851919561243,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
146,36,36,5.98,48.56,1.14,16.56,54.59,1369.14,4.12,17.26,312,347.36,13.82,11.17,79.32444959443801,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
55,97,95,6.04,21.24,0.88,35.01,52.73,2733.64,10.06,3.83,1292,160.84,24.94,9.09,713.7441253263707,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
153,72,71,8.13,53.52,0.37,34.56,64.25,384.04,8.94,10.75,1825,78.79,8.36,7.78,35.7246511627907,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
173,67,81,6.03,21.67,1.56,14.24,32.08,635.2,9.92,11.38,1322,229.87,19.59,73.02,55.81722319859402,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
54,15,40,5.17,31.22,1.08,31.32,78.44,509.28,6.75,12.14,1807,115.74,6.92,5.69,41.95057660626029,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
83,75,104,7.45,26.88,1.1,34.72,72.56,1395.69,8.43,14.5,2121,320.56,7.51,25.33,96.2544827586207,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
102,45,40,6.04,18.05,1.41,36.53,89.99,1769.71,6.71,15.71,536,162.84,1.0,73.89,112.64863144493953,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
149,45,147,6.91,28.53,1.48,38.62,45.34,1406.37,6.3,5.96,1804,239.32,3.66,10.16,235.9681208053691,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
85,80,73,7.94,60.58,0.37,37.9,82.07,825.35,8.13,17.76,948,306.94,10.12,7.51,46.472409909909906,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,33,45,6.76,16.35,0.39,19.33,66.62,880.11,5.53,8.04,250,345.39,20.24,10.19,109.46641791044777,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
122,67,72,6.97,15.84,1.31,18.03,43.86,2317.96,9.1,14.33,1842,337.93,13.31,10.41,161.75575715282625,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
115,90,85,6.99,50.21,1.2,21.93,47.74,433.57,8.44,1.7,1006,92.59,10.99,9.26,255.04117647058823,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
109,88,26,6.88,33.34,0.58,23.95,31.22,2778.77,6.85,13.67,1637,157.95,20.93,7.98,203.27505486466714,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
137,36,51,5.34,26.49,0.72,17.02,50.61,2101.78,6.0,15.12,1128,246.49,18.68,8.63,139.00661375661377,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
147,37,106,6.35,40.44,1.09,12.58,83.97,2602.98,6.52,2.84,1013,96.02,10.39,26.5,916.5422535211268,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
112,29,21,4.83,28.33,1.33,29.7,34.51,757.06,6.18,6.2,1779,171.01,24.73,6.65,122.10645161290321,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
176,40,94,6.93,34.6,1.08,15.23,85.69,1698.02,6.53,8.61,407,335.63,19.93,10.39,197.21486643437865,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
44,17,48,6.76,50.77,1.33,37.45,52.78,1622.4,4.11,13.99,1554,115.32,10.24,7.51,115.96854896354539,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
160,34,146,5.88,20.85,0.6,18.63,74.45,1852.03,6.38,10.0,1053,204.14,20.32,9.28,185.203,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
168,54,68,6.58,62.98,0.73,15.93,69.51,2244.2,7.79,11.73,448,74.37,14.13,26.48,191.32139812446715,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
59,53,51,6.48,17.13,0.43,15.82,70.35,2084.37,7.38,7.27,1626,245.58,1.48,10.34,286.70839064649243,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,86,34,5.65,55.33,1.58,18.68,62.9,1282.42,4.99,15.79,2024,232.02,17.99,9.73,81.21722609246359,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
175,32,81,5.8,51.23,1.35,28.36,57.86,2473.24,10.63,7.23,1143,302.26,9.94,10.91,342.08022130013825,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
157,55,97,7.39,29.1,1.23,39.35,85.7,335.62,5.29,9.06,768,312.83,18.12,8.96,37.04415011037528,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
77,84,36,7.37,20.92,0.55,24.59,70.8,933.09,8.05,8.52,648,121.6,11.77,6.55,109.51760563380283,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
165,41,41,6.4,57.62,1.21,27.99,66.88,1598.66,6.6,14.36,1282,309.18,7.15,10.56,111.32729805013929,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
51,29,100,7.24,48.98,1.42,35.28,55.09,2447.85,8.71,14.96,1648,344.2,7.38,77.52,163.62633689839572,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
35,51,27,6.33,29.54,1.35,20.02,43.5,1297.27,7.05,16.4,2026,316.57,4.41,9.04,79.10182926829269,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
133,72,50,7.69,15.85,1.28,15.4,30.11,2240.09,4.29,4.91,822,310.46,22.31,25.56,456.2301425661915,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
65,19,31,5.93,61.92,0.8,23.01,88.84,962.76,8.44,16.49,263,225.88,23.84,6.11,58.384475439660406,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
108,87,52,7.95,35.21,1.3,19.56,75.38,2723.36,10.48,5.93,229,249.99,17.52,10.05,459.25126475548063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
145,21,31,6.64,23.81,0.93,35.98,89.64,338.64,10.09,15.93,1163,288.59,1.89,24.78,21.258003766478343,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
86,55,44,6.62,60.59,0.83,39.34,76.21,742.09,6.3,15.57,651,111.69,12.21,22.1,47.66152858060373,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
78,98,67,7.08,32.95,1.55,30.65,32.73,354.78,6.28,8.73,715,343.47,1.88,10.68,40.63917525773196,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
111,24,102,5.96,38.16,0.49,29.61,56.65,342.85,8.11,14.57,1958,146.46,7.81,8.0,23.531228551818806,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
95,76,74,7.26,49.93,1.42,31.43,37.01,2564.3,5.38,13.64,124,209.22,0.95,25.61,187.99853372434018,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
106,40,144,5.89,55.97,0.72,24.03,78.08,989.75,8.39,1.76,993,218.97,24.89,9.88,562.3579545454545,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
74,82,88,6.15,20.01,0.97,28.86,41.16,885.67,9.61,1.45,867,302.63,10.69,74.31,610.8068965517241,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
108,38,70,7.09,59.93,0.77,12.14,69.46,967.81,5.42,2.49,1077,195.05,6.89,9.29,388.6787148594377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
49,92,46,6.09,61.63,0.95,24.8,69.51,2307.05,10.71,17.12,385,180.19,2.02,9.75,134.75759345794393,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
152,55,44,5.48,27.96,1.36,19.97,68.33,1079.46,7.52,13.12,1770,162.6,3.59,5.06,82.27591463414635,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
96,79,52,7.76,39.87,0.54,11.6,82.7,1782.76,5.52,8.05,916,316.49,5.72,9.49,221.46086956521737,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
112,31,81,7.94,57.89,1.28,26.34,73.54,2445.89,4.47,4.75,1762,306.97,11.11,12.69,514.9242105263157,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
32,38,49,6.93,39.37,0.88,20.81,49.65,1096.93,6.01,17.11,1214,184.44,3.44,6.25,64.11046171829341,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
93,41,60,7.56,39.1,1.52,27.72,48.89,664.52,7.31,5.15,246,180.54,2.34,6.97,129.03300970873786,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
69,21,136,8.15,45.93,1.01,25.4,31.34,468.69,7.35,10.24,1633,114.86,16.95,4.51,45.7705078125,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
88,87,23,6.89,53.37,0.35,18.29,84.5,1708.32,5.43,5.13,1257,205.93,14.83,10.18,333.00584795321635,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
91,26,85,7.89,48.28,1.48,26.2,36.21,1814.57,5.81,13.36,2032,158.49,4.58,8.8,135.82110778443115,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
161,99,79,6.02,46.33,1.5,21.36,58.75,2477.61,8.75,3.93,2197,177.74,12.73,10.18,630.4351145038167,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
89,17,50,7.18,33.58,0.53,37.63,60.51,1483.86,9.42,11.12,1167,116.77,5.91,5.85,133.44064748201438,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
145,93,108,4.99,46.5,1.56,21.27,56.87,2468.08,4.75,12.04,2139,238.45,2.13,23.94,204.99003322259136,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
104,99,119,7.48,20.16,0.88,11.2,64.46,1586.21,8.66,17.39,1612,186.46,17.92,6.8,91.21391604370328,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
151,24,138,7.62,35.48,1.49,32.91,73.76,1775.54,10.41,11.25,1253,322.87,13.15,10.8,157.82577777777777,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
136,47,88,6.16,24.42,0.77,38.91,41.77,1643.98,4.25,9.25,680,183.6,15.09,10.11,177.72756756756758,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
125,60,43,6.97,41.88,0.33,15.08,34.42,1051.04,8.29,7.68,540,288.63,3.77,76.75,136.85416666666666,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
120,73,42,7.72,28.1,1.33,39.18,81.45,2409.15,8.08,2.8,491,232.48,18.78,9.49,860.4107142857143,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
159,66,82,7.8,40.3,1.45,28.52,59.69,2510.77,5.65,13.27,503,320.65,19.22,12.63,189.2064807837227,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
91,20,137,5.16,53.87,0.51,35.42,37.64,2421.06,9.77,5.2,1434,309.36,12.48,10.76,465.5884615384615,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
78,16,133,7.61,36.7,1.02,24.19,70.32,568.3,4.05,6.31,255,310.59,21.67,6.88,90.06339144215531,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
166,43,25,5.73,25.94,1.38,28.68,43.38,1966.25,10.5,1.2,1278,343.68,24.8,11.79,1638.5416666666667,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
121,54,25,7.27,26.15,0.9,35.23,34.91,1410.22,8.19,12.2,964,91.43,10.95,6.8,115.59180327868853,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
153,75,49,5.91,60.31,1.32,39.48,46.95,544.39,7.44,13.9,392,140.47,17.37,8.31,39.16474820143885,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
90,82,20,4.99,54.05,1.13,15.54,47.81,454.52,9.18,2.6,637,60.04,0.53,6.28,174.8153846153846,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
77,82,82,5.51,16.83,1.24,36.96,82.11,2044.61,10.6,3.33,1206,293.86,1.72,24.32,613.9969969969969,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
165,43,47,6.19,62.14,1.49,30.02,48.44,1294.09,9.75,14.99,1459,261.99,12.55,7.88,86.3302201467645,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
87,76,108,7.32,20.63,0.84,38.41,76.82,1255.35,7.97,13.49,962,329.87,4.31,10.72,93.05782060785766,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
130,74,72,5.14,47.65,1.3,19.54,64.63,832.69,4.88,3.1,615,265.31,0.58,5.57,268.60967741935485,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
141,98,57,7.56,42.58,1.23,17.28,35.68,1805.31,6.66,8.19,1449,77.1,1.57,5.03,220.42857142857144,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
91,55,71,8.19,17.33,0.87,20.97,39.39,670.99,10.11,6.3,1098,122.9,2.62,20.41,106.50634920634921,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
68,96,97,7.48,29.76,0.8,36.53,34.81,310.18,9.96,3.79,808,86.92,23.23,7.69,81.84168865435356,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
87,79,149,6.41,53.79,1.45,23.79,54.09,335.18,6.94,8.45,544,64.71,16.89,74.14,39.666272189349115,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
128,78,72,6.73,30.34,0.57,38.54,88.19,1219.64,7.31,15.48,1571,138.91,19.72,74.45,78.78811369509044,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
73,93,113,4.82,39.02,0.71,17.27,40.85,2096.96,8.79,14.88,1392,228.0,4.25,8.05,140.92473118279568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
58,77,113,5.51,49.9,1.57,16.62,50.53,1806.43,7.08,10.96,222,312.59,8.14,75.82,164.82025547445255,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
88,62,26,7.86,18.58,0.66,30.35,79.2,926.72,4.63,10.51,1452,252.49,2.82,6.98,88.17507136060895,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,34,86,4.87,56.63,1.43,18.75,82.55,554.88,9.11,12.13,786,113.59,21.7,7.99,45.74443528441879,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
121,51,135,7.88,17.08,0.78,13.87,74.12,1204.61,8.55,17.58,600,199.48,11.15,7.73,68.52161547212742,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
38,78,56,5.19,28.12,1.02,21.28,58.03,2541.04,5.39,15.0,1874,126.55,22.13,73.62,169.40266666666668,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
156,19,27,5.25,53.15,0.82,17.98,68.93,1167.22,9.62,4.63,1608,232.94,16.14,12.05,252.09935205183587,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
163,48,78,5.4,60.59,0.59,22.39,57.0,600.03,9.72,8.94,1095,233.99,22.88,9.7,67.11744966442953,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
174,53,142,7.52,53.02,1.2,15.6,80.92,2527.9,5.73,13.69,2036,163.08,17.58,28.56,184.65303140978818,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
173,81,26,6.43,26.35,1.56,38.71,54.59,1109.94,4.99,15.42,1083,108.35,13.65,21.19,71.98054474708172,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
160,95,139,5.29,64.29,1.46,34.05,79.07,2229.9,5.37,2.44,1920,268.07,0.25,11.6,913.8934426229508,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
50,76,22,7.14,35.67,1.58,35.23,65.14,982.78,7.45,12.8,1172,146.8,7.93,6.81,76.7796875,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
93,38,86,8.0,33.82,1.2,18.93,61.27,2472.79,6.24,3.6,259,329.34,15.59,9.0,686.8861111111111,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
119,17,37,6.75,58.26,0.34,35.7,69.39,504.66,8.71,2.8,849,174.2,24.89,8.59,180.2357142857143,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
65,85,64,5.14,18.31,1.02,27.72,47.53,932.98,7.65,15.34,333,62.25,12.89,21.6,60.82007822685789,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
91,81,116,4.99,42.8,1.11,11.7,53.53,2118.68,8.7,14.37,1146,216.59,16.53,9.02,147.43771746694503,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
105,93,111,7.51,63.28,0.46,14.6,78.3,1286.28,5.55,13.69,1171,208.06,23.35,9.91,93.95763330898467,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
42,64,98,6.93,20.01,1.38,23.38,53.04,1676.51,8.14,1.41,815,162.43,2.9,7.53,1189.0141843971633,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
40,43,78,7.94,42.04,1.25,21.81,69.22,992.54,10.18,5.37,803,97.59,13.34,7.31,184.83054003724394,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
83,88,102,6.66,21.62,0.88,33.86,69.81,1203.13,8.09,8.33,1537,256.68,19.67,5.21,144.43337334933975,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
45,46,128,5.01,59.5,0.68,36.21,82.18,1816.17,8.82,15.96,431,146.67,9.54,8.85,113.79511278195488,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
37,53,74,6.17,44.39,0.59,35.95,56.62,2281.07,10.65,9.89,206,73.06,14.71,11.25,230.64408493427706,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
133,23,110,7.04,26.73,1.55,21.26,84.15,2529.91,10.21,9.48,354,325.25,17.65,76.97,266.8681434599156,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
88,28,102,6.11,30.35,1.34,29.07,89.58,1197.08,5.57,1.08,1527,106.73,19.12,8.68,1108.4074074074072,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
86,82,145,8.2,40.83,1.2,24.91,40.15,1876.01,9.71,15.11,1350,103.41,6.61,6.32,124.15684976836532,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
69,78,100,6.18,51.27,1.53,36.67,72.93,1544.91,10.86,10.95,2128,102.24,5.1,5.12,141.08767123287672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
159,34,24,6.66,39.37,0.56,36.67,71.9,1940.81,9.52,7.31,735,130.03,23.02,24.74,265.50068399452806,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
123,42,85,5.57,24.46,1.41,11.62,57.37,1854.68,4.9,3.73,1688,127.41,0.58,6.57,497.23324396782846,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
167,28,130,5.32,50.41,1.06,27.16,48.23,1850.59,8.34,8.13,2031,100.24,20.11,11.28,227.62484624846246,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
73,58,31,6.99,20.92,1.51,25.1,31.63,1390.69,8.57,5.06,1883,281.44,5.54,11.16,274.8399209486166,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
168,91,125,6.8,55.47,1.16,33.11,68.17,1033.85,5.03,8.65,371,269.66,19.09,27.61,119.52023121387282,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
109,53,94,4.81,34.78,1.26,15.87,48.94,1353.11,7.89,6.21,549,71.53,13.41,5.45,217.89210950080513,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
110,42,47,5.77,47.64,0.59,30.85,63.13,2392.72,10.46,1.75,1543,95.94,12.5,24.75,1367.2685714285712,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
31,78,26,6.99,32.24,0.75,32.16,37.33,1157.14,6.07,17.87,1301,290.21,8.62,9.55,64.75321768326805,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
