N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare
43,50,106,6.01,41.0,Clay,1.27,28.62,73.96,327.09,5.52,16.52,West,530,Rabi,Maize,Sprinkler,291.55,4.03,10.8
124,66,122,7.16,25.22,Loamy,1.57,28.01,86.67,2505.23,8.39,14.3,West,1290,Zaid,Cotton,Canal,255.79,21.56,10.68
83,95,91,5.43,63.72,Loamy,0.71,29.79,75.5,2152.82,9.72,17.33,Central,753,Kharif,Rice,Sprinkler,90.23,17.91,8.99
161,65,148,6.54,18.84,Silt,0.66,38.4,79.43,1266.93,8.55,4.64,West,271,Zaid,Cotton,Rainfed,288.74,8.41,7.03
68,17,137,6.5,19.74,Sandy,1.13,14.98,67.24,2780.13,5.92,10.73,East,1567,Kharif,Wheat,Rainfed,91.28,1.1,8.71
101,28,135,7.6,49.13,Loamy,0.44,29.63,30.22,447.07,6.15,7.2,East,2098,Zaid,Wheat,Drip,204.55,16.19,8.44
54,63,101,7.95,52.75,Loamy,1.18,15.47,77.11,2144.41,8.2,11.47,West,1383,Kharif,Wheat,Drip,286.27,15.9,9.04
106,91,128,7.06,63.62,Sandy,0.59,19.43,54.25,2099.63,10.34,13.65,West,1721,Rabi,Maize,Drip,96.57,7.81,10.69
149,15,35,5.84,41.52,Clay,0.89,21.7,82.38,2667.13,8.6,2.61,East,326,Kharif,Wheat,Sprinkler,320.27,16.11,12.78
82,71,54,7.14,23.3,Loamy,1.46,35.06,64.37,2361.07,6.97,2.49,East,1659,Zaid,Wheat,Canal,325.38,4.24,8.79
160,31,63,5.65,61.9,Loamy,1.34,11.61,41.49,1738.97,10.05,2.85,West,2065,Zaid,Sugarcane,Rainfed,241.91,23.1,75.46
179,64,104,8.09,64.01,Loamy,0.44,32.01,33.29,881.1,6.09,5.77,South,1287,Kharif,Wheat,Drip,269.44,9.14,10.51
125,28,101,7.6,61.18,Loamy,1.29,37.38,63.31,1574.52,7.69,13.66,East,427,Rabi,Potato,Drip,183.16,3.85,26.8
101,73,121,6.27,58.58,Clay,0.84,12.38,64.01,556.77,6.17,11.86,South,1138,Zaid,Wheat,Drip,163.43,21.62,9.9
91,95,82,7.47,18.88,Sandy,1.59,33.72,81.6,1521.44,9.5,6.11,South,1823,Zaid,Cotton,Canal,285.71,9.67,6.96
35,17,52,6.19,57.74,Loamy,0.69,13.23,32.33,784.87,5.4,15.55,Central,1876,Rabi,Potato,Drip,106.54,16.97,22.04
61,54,79,5.05,62.66,Loamy,0.91,38.89,79.28,2636.46,8.59,13.39,East,1457,Zaid,Potato,Canal,223.94,15.44,25.48
128,80,142,7.2,42.62,Loamy,0.74,34.46,54.34,1316.53,8.62,17.54,East,1963,Rabi,Rice,Drip,205.37,4.23,10.24
167,48,21,6.18,53.63,Loamy,1.06,30.85,61.7,673.71,10.52,12.66,East,619,Zaid,Rice,Sprinkler,276.06,10.38,8.92
160,23,76,7.96,48.04,Sandy,0.65,26.5,62.0,359.36,7.09,13.19,East,378,Zaid,Wheat,Rainfed,306.13,20.71,8.99
105,98,64,5.84,29.4,Clay,1.49,37.62,52.94,1126.13,7.47,15.0,Central,569,Kharif,Cotton,Drip,246.98,4.82,8.07
88,35,50,7.67,44.38,Silt,1.1,13.57,41.16,444.55,8.19,16.73,Central,1992,Zaid,Potato,Sprinkler,330.55,12.41,25.15
60,39,42,7.11,59.47,Sandy,1.53,13.65,34.73,1448.28,4.89,5.71,North,704,Rabi,Wheat,Canal,185.86,13.11,8.58
122,58,48,7.7,39.82,Loamy,1.18,34.67,42.42,417.62,7.19,11.98,Central,2066,Kharif,Rice,Sprinkler,304.45,22.09,8.87
98,39,50,5.79,44.51,Silt,0.54,24.47,72.86,2383.2,5.05,8.01,East,2177,Rabi,Wheat,Sprinkler,114.57,15.2,8.6
81,23,37,6.37,41.57,Loamy,0.32,35.35,70.94,1464.13,9.51,4.9,South,211,Kharif,Wheat,Sprinkler,61.16,21.67,6.12
118,76,30,7.6,29.12,Sandy,0.83,21.72,70.53,2282.08,6.29,4.27,East,580,Kharif,Rice,Drip,242.8,21.96,10.36
156,40,122,6.99,47.18,Clay,1.59,23.56,84.46,1210.18,7.06,2.67,East,11,Zaid,Wheat,Canal,111.61,10.96,7.53
60,71,66,6.02,40.47,Silt,1.44,19.96,57.41,2219.68,5.98,15.42,South,2133,Kharif,Sugarcane,Canal,343.48,2.25,76.85
113,51,22,6.54,26.63,Silt,1.4,38.52,75.55,1313.27,5.8,1.19,South,1004,Rabi,Sugarcane,Drip,78.46,22.27,72.83
156,30,149,8.19,59.77,Clay,1.04,23.95,70.09,1978.45,10.91,17.91,West,1383,Kharif,Sugarcane,Canal,222.14,4.5,74.03
179,51,91,7.32,62.5,Clay,0.42,32.65,86.22,2083.11,9.83,17.4,Central,2148,Kharif,Cotton,Canal,312.17,13.56,8.47
161,90,149,6.89,17.77,Silt,0.32,30.88,70.19,1806.2,7.14,10.02,North,2077,Zaid,Rice,Canal,231.36,3.18,11.21
42,38,41,7.61,46.12,Silt,1.39,17.05,40.81,437.98,9.8,13.63,Central,1480,Zaid,Sugarcane,Drip,201.55,24.03,71.69
74,40,143,6.3,35.75,Silt,0.53,37.42,74.65,1217.65,8.74,8.79,Central,302,Kharif,Cotton,Drip,205.28,0.31,8.0
156,34,39,8.03,41.3,Silt,0.4,26.34,51.48,2241.84,6.87,4.73,North,1753,Kharif,Wheat,Sprinkler,105.06,8.23,7.48
143,23,96,6.68,33.69,Clay,1.22,35.67,45.3,2611.72,4.2,13.56,South,2150,Rabi,Cotton,Sprinkler,185.76,24.56,8.18
49,43,149,5.91,38.72,Sandy,0.3,34.97,46.69,1951.21,10.39,8.62,South,1817,Zaid,Sugarcane,Sprinkler,331.38,4.44,77.28
110,45,51,5.09,31.17,Sandy,1.26,11.76,79.5,2718.37,5.59,15.72,East,1113,Rabi,Rice,Sprinkler,70.2,17.93,9.46
158,33,109,6.08,20.88,Clay,0.55,28.59,57.17,985.89,9.07,15.63,North,1425,Kharif,Sugarcane,Rainfed,248.83,15.86,73.88
172,34,22,6.73,30.1,Sandy,0.72,33.67,58.15,640.87,9.71,17.29,East,593,Rabi,Sugarcane,Drip,248.19,0.3,75.03
46,41,61,7.19,48.52,Sandy,0.52,37.19,30.64,1119.75,8.11,12.87,West,720,Zaid,Wheat,Sprinkler,328.46,22.1,9.74
87,99,96,7.78,17.52,Loamy,1.31,25.19,46.21,1995.27,8.6,9.37,South,2145,Rabi,Sugarcane,Drip,93.15,0.57,72.8
101,58,120,8.01,34.14,Sandy,0.93,32.52,83.0,1276.24,4.48,10.54,West,946,Zaid,Maize,Drip,262.71,17.73,9.36
138,49,147,5.15,17.11,Silt,0.52,39.09,59.88,1947.82,7.92,7.1,Central,484,Zaid,Cotton,Canal,303.97,11.27,9.95
52,85,66,6.84,32.81,Sandy,0.35,34.84,54.98,2054.89,6.08,12.21,Central,610,Rabi,Rice,Rainfed,92.07,1.63,7.8
101,36,142,7.07,19.38,Clay,1.58,35.63,34.44,1834.91,7.98,2.57,North,1928,Kharif,Sugarcane,Sprinkler,139.49,11.78,74.3
37,88,53,5.39,31.98,Sandy,1.23,22.22,47.6,2247.13,8.23,17.86,North,1935,Kharif,Cotton,Sprinkler,224.07,16.87,5.87
88,29,61,6.66,56.9,Clay,1.18,12.75,37.87,882.85,4.51,2.07,South,947,Zaid,Wheat,Sprinkler,62.11,1.42,6.39
140,27,52,5.94,45.67,Silt,0.95,38.98,39.86,574.25,7.06,11.24,North,724,Rabi,Cotton,Drip,89.5,22.72,4.41
42,18,142,5.06,49.11,Loamy,0.87,30.87,50.33,420.64,9.93,5.94,South,1018,Rabi,Potato,Sprinkler,74.0,8.22,23.85
45,96,46,5.02,40.19,Loamy,1.33,15.13,34.03,2740.24,4.85,14.98,West,1471,Rabi,Rice,Sprinkler,60.77,4.92,8.82
148,70,78,7.38,61.12,Sandy,1.37,39.21,76.7,2094.55,9.24,11.71,North,205,Zaid,Wheat,Rainfed,227.9,21.07,11.89
31,37,134,6.89,42.06,Sandy,0.38,31.47,67.31,896.1,7.86,11.33,Central,1084,Kharif,Potato,Rainfed,210.28,10.34,23.4
174,48,147,7.23,20.21,Clay,1.42,12.71,77.98,1492.33,8.3,13.73,South,256,Kharif,Rice,Canal,197.44,21.48,9.32
59,31,139,7.13,61.66,Loamy,1.29,15.12,50.87,455.59,4.15,3.01,West,1843,Kharif,Cotton,Drip,341.65,7.55,9.18
132,42,132,5.26,21.65,Silt,0.93,35.96,43.33,1961.81,10.05,6.3,East,1764,Zaid,Maize,Sprinkler,219.93,14.62,9.72
42,28,34,5.32,64.96,Clay,0.92,38.61,65.4,2717.77,10.32,9.6,South,938,Kharif,Maize,Rainfed,335.77,24.41,11.61
125,48,102,5.66,36.77,Sandy,1.39,20.94,31.32,2064.57,8.36,6.44,Central,2158,Zaid,Wheat,Drip,234.02,9.0,10.16
123,89,102,6.16,18.67,Loamy,1.33,22.4,35.34,1856.44,10.92,2.87,North,835,Rabi,Potato,Sprinkler,244.59,12.53,27.87
111,71,42,7.99,58.21,Sandy,0.48,21.86,74.49,2605.49,6.11,6.26,West,1634,Kharif,Cotton,Drip,92.13,20.2,5.69
42,91,30,7.09,19.64,Loamy,1.01,35.06,83.24,1580.98,5.46,8.79,East,2057,Rabi,Potato,Drip,182.06,15.83,22.62
123,69,135,5.67,23.72,Clay,1.56,23.6,42.33,2162.82,5.03,3.51,North,1180,Kharif,Potato,Sprinkler,304.59,19.7,25.44
178,80,122,4.99,35.87,Silt,1.26,21.26,77.46,2631.98,5.26,12.25,South,2024,Kharif,Potato,Sprinkler,305.6,8.91,28.21
141,51,26,7.13,48.81,Silt,1.56,28.66,53.02,1917.2,4.24,2.23,Central,2033,Kharif,Wheat,Canal,301.59,10.33,9.55
84,82,125,6.93,21.06,Silt,1.31,24.72,54.96,1615.09,8.92,16.16,East,1735,Zaid,Potato,Rainfed,241.27,0.73,24.87
110,90,133,7.1,46.13,Silt,0.98,26.0,83.04,1751.11,9.41,7.17,East,1850,Kharif,Cotton,Drip,193.26,20.06,7.23
145,40,42,5.69,54.02,Silt,1.09,22.21,67.26,2223.62,4.08,7.1,North,1144,Zaid,Potato,Rainfed,264.59,13.89,27.71
172,75,121,6.56,21.17,Sandy,1.22,23.82,78.72,429.7,5.64,4.57,West,2027,Kharif,Potato,Rainfed,163.29,14.01,25.21
137,81,77,6.03,47.38,Sandy,1.25,11.08,76.55,1120.3,5.53,9.19,Central,201,Rabi,Potato,Canal,149.28,8.31,24.42
82,98,39,7.58,62.94,Silt,1.27,37.77,64.45,428.66,8.44,15.15,West,544,Zaid,Potato,Sprinkler,286.92,22.37,24.44
157,88,136,5.04,63.37,Loamy,1.51,10.92,74.87,2265.56,9.51,10.97,West,560,Kharif,Sugarcane,Canal,152.77,17.73,75.55
86,66,120,5.74,23.08,Clay,0.7,33.18,72.49,2587.14,9.03,14.77,West,2044,Rabi,Sugarcane,Canal,108.04,1.46,75.25
81,32,21,6.85,52.99,Loamy,1.38,18.95,58.82,1298.75,9.33,17.47,North,1005,Kharif,Rice,Drip,342.9,19.1,11.41
166,67,41,5.5,57.33,Loamy,1.04,13.37,39.11,930.19,8.99,11.63,West,115,Kharif,Rice,Sprinkler,210.14,1.02,8.45
140,77,89,7.09,59.45,Silt,1.45,28.29,45.98,401.46,9.32,3.87,East,1149,Kharif,Cotton,Canal,141.83,8.48,9.48
30,67,122,5.27,31.18,Loamy,1.12,31.21,52.58,317.09,7.93,6.15,Central,1590,Kharif,Maize,Drip,190.13,11.39,8.68
73,41,123,4.88,28.51,Sandy,1.52,28.91,65.2,1663.22,7.82,12.24,East,708,Zaid,Potato,Rainfed,106.6,16.21,24.76
104,45,55,7.74,17.39,Clay,0.85,27.28,47.87,1133.55,9.76,14.29,South,2023,Rabi,Potato,Sprinkler,143.56,16.85,22.75
127,15,127,5.93,34.97,Clay,0.43,26.09,42.32,2710.26,8.29,12.13,West,125,Rabi,Rice,Drip,188.23,12.55,10.42
38,20,43,5.33,21.2,Clay,1.14,26.23,32.13,2343.63,5.02,10.84,West,431,Zaid,Potato,Canal,115.29,8.2,22.25
61,25,41,5.39,54.31,Loamy,1.31,35.96,42.75,1427.27,10.06,16.76,North,667,Zaid,Maize,Drip,260.93,14.98,8.45
44,48,102,7.81,22.15,Clay,1.2,12.7,62.34,796.57,7.37,9.44,North,813,Rabi,Rice,Rainfed,100.53,17.09,5.7
169,98,92,7.03,55.95,Clay,1.24,14.72,38.38,1256.95,5.76,12.33,South,1739,Kharif,Rice,Canal,311.39,7.22,11.89
165,77,143,8.05,20.38,Sandy,0.34,34.38,31.76,479.08,6.63,6.31,Central,722,Zaid,Rice,Sprinkler,263.77,14.9,8.49
101,67,100,7.52,39.03,Silt,1.55,19.09,34.48,1856.8,7.99,7.61,East,1790,Kharif,Rice,Sprinkler,213.41,12.58,11.02
41,99,93,7.41,34.23,Silt,0.64,33.15,87.13,2462.8,6.76,4.99,Central,1752,Kharif,Cotton,Drip,299.42,1.71,8.54
94,99,49,6.5,45.08,Sandy,0.84,20.58,32.13,1388.53,8.15,14.6,South,1425,Kharif,Wheat,Sprinkler,75.62,21.18,8.81
136,32,45,7.59,40.94,Sandy,0.84,37.76,58.34,1500.89,7.93,4.39,Central,1134,Zaid,Rice,Drip,259.63,22.83,9.36
71,35,147,6.2,44.93,Silt,1.48,18.44,71.3,2644.62,7.86,4.95,North,223,Kharif,Cotton,Canal,114.02,15.19,7.2
144,33,30,7.61,15.05,Loamy,1.27,22.81,43.39,1073.96,7.96,2.82,East,1076,Zaid,Rice,Drip,142.91,20.06,7.53
168,18,39,7.38,21.38,Sandy,1.11,14.77,87.85,554.22,6.23,13.49,East,440,Zaid,Sugarcane,Drip,175.52,14.84,72.86
132,91,137,7.11,40.86,Clay,0.46,30.0,31.36,472.43,10.03,2.29,West,1057,Kharif,Maize,Sprinkler,213.2,13.06,8.37
124,96,75,5.92,26.48,Sandy,0.72,22.09,82.81,2220.53,7.73,2.01,West,1982,Kharif,Potato,Rainfed,279.52,16.22,27.52
46,43,66,6.94,18.82,Loamy,0.94,38.24,53.49,845.86,4.32,11.63,North,948,Zaid,Sugarcane,Rainfed,122.7,15.01,72.86
114,39,108,6.52,25.89,Sandy,0.45,10.47,53.03,2797.37,6.06,7.38,West,1609,Kharif,Maize,Canal,227.2,17.68,12.76
85,70,77,6.37,53.99,Clay,1.04,21.63,58.33,2707.86,9.02,16.76,West,2070,Rabi,Sugarcane,Canal,137.49,15.48,75.81
163,91,29,8.17,42.08,Sandy,0.58,10.71,88.28,2434.44,8.66,15.91,North,1861,Rabi,Potato,Sprinkler,104.29,24.32,24.47
115,77,41,6.51,24.5,Sandy,1.37,19.87,67.69,1559.72,5.36,9.44,Central,886,Zaid,Rice,Sprinkler,325.05,15.6,11.27
131,41,90,4.91,15.8,Sandy,1.38,21.41,82.71,1569.39,10.99,2.4,Central,126,Zaid,Wheat,Sprinkler,196.21,10.39,7.88
83,74,43,6.93,32.88,Silt,1.08,17.74,31.67,2630.38,8.38,10.36,South,739,Kharif,Maize,Drip,115.59,1.2,8.97
144,97,115,7.28,32.87,Silt,0.77,17.67,83.82,1043.31,6.29,17.9,East,1415,Rabi,Sugarcane,Rainfed,299.14,18.93,74.84
168,63,26,7.81,51.76,Loamy,0.36,17.8,42.81,1516.74,6.75,12.23,Central,1416,Rabi,Wheat,Sprinkler,152.44,2.76,9.71
117,79,91,6.95,60.97,Silt,1.12,17.99,48.9,1306.48,10.44,14.5,North,409,Rabi,Rice,Rainfed,97.74,13.87,9.39
78,52,146,4.87,33.6,Loamy,1.32,18.47,34.42,1196.43,7.02,7.86,East,1582,Rabi,Wheat,Sprinkler,77.78,0.22,7.51
178,97,57,5.21,49.41,Silt,1.33,35.54,84.9,2529.6,5.69,2.27,South,1840,Rabi,Rice,Rainfed,156.99,17.83,10.48
144,66,140,5.35,46.75,Loamy,0.93,11.17,61.57,2111.01,6.41,16.98,East,797,Zaid,Maize,Sprinkler,306.29,4.61,11.43
92,15,108,5.52,36.1,Loamy,0.48,39.67,35.4,2661.15,7.71,6.6,West,1835,Rabi,Wheat,Rainfed,185.2,8.72,8.24
133,54,47,7.52,18.29,Loamy,0.38,18.45,53.85,480.19,5.1,3.57,North,573,Zaid,Sugarcane,Drip,110.5,18.48,71.28
112,95,111,5.85,38.67,Sandy,0.37,10.84,52.87,2368.15,4.36,3.64,South,627,Kharif,Potato,Canal,146.26,14.89,26.07
132,35,73,5.86,32.71,Sandy,0.62,15.25,33.05,1120.1,6.83,3.31,South,511,Kharif,Cotton,Canal,94.93,5.21,7.04
46,29,135,7.37,42.51,Loamy,0.48,38.26,50.86,1777.4,10.27,8.3,South,761,Rabi,Maize,Sprinkler,256.91,8.38,10.09
35,64,135,6.2,21.27,Loamy,0.52,39.93,47.57,2059.06,10.49,15.62,North,241,Zaid,Potato,Sprinkler,111.46,11.17,23.03
176,62,139,5.02,51.21,Sandy,1.21,17.4,85.17,653.89,9.83,3.5,South,496,Zaid,Potato,Drip,188.63,9.87,24.88
57,46,60,6.79,54.39,Clay,0.53,16.76,78.41,2171.18,5.19,13.84,West,1291,Zaid,Cotton,Rainfed,70.17,15.68,6.19
67,63,56,5.24,34.42,Sandy,1.2,35.08,39.61,1151.75,4.34,2.23,West,1472,Kharif,Sugarcane,Canal,249.99,10.52,74.23
148,82,144,6.74,23.76,Loamy,0.76,37.43,85.89,996.38,7.7,3.05,Central,1339,Zaid,Rice,Sprinkler,146.95,14.67,7.95
66,59,95,7.45,46.18,Sandy,1.31,29.51,74.59,1478.85,8.74,2.98,South,400,Zaid,Rice,Sprinkler,112.4,6.22,7.98
144,46,56,7.96,62.79,Silt,0.51,38.07,59.45,2257.35,8.59,9.78,East,120,Kharif,Maize,Rainfed,263.54,24.99,13.54
97,18,120,5.03,50.03,Loamy,0.33,38.5,55.96,1322.57,5.89,15.95,South,583,Zaid,Potato,Sprinkler,195.19,19.34,24.86
72,79,50,5.83,21.17,Sandy,0.42,32.79,85.61,1663.04,6.37,13.65,East,1812,Kharif,Sugarcane,Sprinkler,261.04,9.87,74.6
87,85,109,7.02,34.86,Silt,1.56,20.46,48.33,896.22,10.77,15.69,West,2052,Kharif,Maize,Drip,190.53,24.21,8.76
42,87,25,5.87,60.77,Sandy,1.0,14.48,52.24,1094.74,6.99,15.69,West,1141,Kharif,Potato,Rainfed,107.15,17.68,24.66
81,79,114,6.33,46.72,Sandy,1.09,25.53,71.47,2653.62,8.54,2.94,West,972,Rabi,Rice,Drip,230.64,11.34,10.53
87,94,138,4.87,22.36,Clay,1.56,18.69,75.56,2597.52,7.5,10.37,North,1504,Kharif,Potato,Drip,317.26,5.3,28.08
61,32,129,7.16,51.23,Sandy,1.31,13.56,49.63,2518.99,9.98,14.41,East,1448,Rabi,Potato,Drip,289.53,14.49,27.54
134,68,139,7.8,32.68,Sandy,0.45,21.82,85.32,1271.19,9.86,17.14,Central,821,Zaid,Sugarcane,Drip,178.41,8.42,74.09
112,61,149,8.12,39.48,Clay,0.85,24.39,45.37,373.37,8.54,12.63,South,1326,Rabi,Wheat,Drip,304.61,1.08,6.98
128,20,142,7.62,35.75,Sandy,1.37,29.86,50.85,2597.62,10.52,15.56,East,914,Rabi,Cotton,Sprinkler,69.83,8.56,6.85
133,80,48,4.91,51.28,Clay,1.16,16.63,41.79,1301.88,5.45,7.32,East,1983,Kharif,Maize,Sprinkler,282.63,0.48,11.03
57,23,129,7.02,25.9,Silt,0.58,36.05,62.23,2308.93,7.76,13.0,West,318,Kharif,Cotton,Sprinkler,262.46,13.38,8.92
158,82,140,6.49,34.42,Clay,1.35,15.56,89.96,1589.19,5.64,7.3,North,911,Zaid,Wheat,Canal,269.82,1.38,11.09
77,37,88,7.99,52.23,Silt,1.03,39.92,73.08,2533.48,4.72,4.31,East,2010,Rabi,Rice,Drip,100.04,2.23,8.07
69,57,26,7.87,50.24,Clay,1.32,26.71,58.28,592.34,9.4,2.11,North,486,Kharif,Sugarcane,Rainfed,62.46,23.47,72.41
126,65,147,8.16,25.09,Silt,1.11,14.41,88.98,2374.43,8.29,16.04,North,369,Kharif,Wheat,Drip,151.18,14.6,6.51
143,86,75,7.73,32.53,Sandy,0.9,35.03,32.95,2468.52,4.73,2.1,North,1958,Rabi,Cotton,Canal,149.48,22.7,7.3
161,39,146,6.66,15.72,Silt,1.25,17.61,47.15,1025.19,10.92,17.99,South,500,Rabi,Potato,Rainfed,231.63,1.8,24.35
166,94,96,7.23,41.51,Silt,1.43,15.65,80.29,1863.1,4.59,9.68,East,1016,Kharif,Wheat,Canal,155.36,24.69,8.8
140,49,81,8.08,29.05,Loamy,0.91,14.04,61.46,437.55,8.81,9.57,West,1106,Zaid,Rice,Rainfed,110.78,19.1,5.74
173,31,93,6.77,15.59,Silt,0.34,26.53,30.28,1083.53,8.23,2.25,East,158,Kharif,Wheat,Canal,336.81,20.38,9.55
105,32,34,7.66,36.24,Sandy,1.07,36.38,57.41,1231.58,6.9,2.27,North,1618,Zaid,Wheat,Canal,250.19,22.79,9.01
60,41,72,8.0,61.34,Loamy,0.42,36.91,31.31,537.14,10.03,13.21,East,927,Kharif,Maize,Canal,154.49,23.51,7.31
148,29,139,6.74,61.17,Loamy,0.72,33.57,64.41,1383.33,6.45,8.53,West,2024,Rabi,Sugarcane,Drip,228.75,17.87,77.58
171,95,54,5.34,33.61,Clay,1.01,27.44,67.96,1919.84,9.76,4.02,West,556,Zaid,Sugarcane,Canal,220.02,15.27,76.68
54,83,33,5.33,37.46,Silt,0.75,25.9,42.08,1923.03,8.15,4.44,North,367,Zaid,Maize,Rainfed,292.87,3.07,11.26
63,94,112,5.19,27.13,Clay,0.67,21.21,89.19,1474.88,6.75,4.94,West,1001,Zaid,Sugarcane,Rainfed,276.82,2.71,74.73
96,29,141,6.42,18.42,Clay,0.33,11.32,80.03,608.57,6.41,14.78,North,1204,Kharif,Rice,Sprinkler,121.4,7.67,5.91
147,56,37,6.43,49.7,Silt,0.65,35.1,57.83,496.91,5.83,11.4,East,75,Zaid,Cotton,Sprinkler,202.99,10.3,4.75
102,48,148,6.9,55.0,Clay,0.8,39.98,48.57,2356.14,4.12,2.23,Central,126,Rabi,Cotton,Rainfed,164.12,24.74,8.93
55,62,144,6.44,59.01,Sandy,0.68,37.63,30.74,1698.93,8.35,12.74,East,1027,Kharif,Wheat,Sprinkler,117.76,16.03,10.13
177,97,46,8.11,61.76,Sandy,1.12,37.99,71.6,2174.74,7.18,9.84,Central,918,Rabi,Potato,Drip,299.14,16.18,26.41
133,22,83,5.79,60.8,Silt,1.17,20.0,45.77,382.59,6.36,10.86,East,1936,Kharif,Sugarcane,Drip,72.56,13.73,73.78
39,24,79,7.77,16.37,Silt,1.31,12.98,53.68,1403.75,5.23,6.14,West,988,Rabi,Maize,Sprinkler,126.84,3.24,9.03
96,19,33,5.14,63.9,Loamy,0.54,36.15,55.72,2559.47,4.01,1.3,East,1252,Kharif,Cotton,Sprinkler,304.8,13.66,10.47
34,62,135,6.85,33.98,Silt,1.1,32.91,81.23,2070.19,8.73,9.65,East,492,Rabi,Cotton,Drip,265.1,6.57,9.43
56,40,111,7.0,59.31,Silt,0.86,21.71,81.08,2215.87,10.02,11.12,East,1958,Rabi,Sugarcane,Rainfed,186.02,14.18,74.38
142,37,104,7.43,37.04,Sandy,0.72,35.01,76.57,1477.72,6.46,11.97,South,725,Rabi,Wheat,Rainfed,128.66,7.42,8.6
44,76,106,6.51,36.11,Sandy,0.93,14.16,76.01,2162.56,7.79,8.52,South,850,Zaid,Rice,Drip,158.0,12.86,10.94
134,27,139,5.47,15.56,Silt,0.93,29.53,59.68,1980.41,8.19,10.53,Central,432,Zaid,Maize,Rainfed,269.1,15.61,9.7
73,23,103,6.05,17.62,Loamy,1.13,38.6,77.47,634.27,5.73,10.25,South,361,Rabi,Rice,Rainfed,266.97,11.66,8.8
55,34,43,5.73,48.56,Sandy,1.03,37.31,81.49,527.83,7.42,7.28,South,1028,Kharif,Rice,Sprinkler,153.93,0.48,7.39
124,71,138,6.22,61.88,Sandy,1.12,32.83,59.91,741.41,8.66,14.73,West,1294,Kharif,Cotton,Sprinkler,293.39,4.03,8.02
113,38,108,6.6,26.22,Clay,1.57,18.0,84.02,498.82,10.13,8.36,West,761,Zaid,Rice,Rainfed,276.03,15.24,8.24
169,47,56,6.93,19.7,Silt,1.35,13.08,89.42,1744.9,9.65,5.03,Central,958,Rabi,Potato,Sprinkler,178.19,5.1,25.51
161,34,105,7.67,25.69,Clay,0.68,19.74,40.52,2713.06,10.09,1.15,West,1689,Zaid,Potato,Drip,277.98,5.11,25.37
116,74,146,7.89,25.62,Silt,0.99,28.52,88.74,2233.79,10.98,5.88,Central,615,Kharif,Potato,Canal,85.95,17.25,26.08
141,62,34,6.37,29.66,Loamy,0.6,19.5,44.74,2163.15,5.84,2.76,West,554,Zaid,Maize,Canal,175.38,10.6,10.29
158,78,31,5.1,19.74,Clay,0.97,22.39,86.04,2375.19,9.09,9.52,Central,467,Zaid,Cotton,Canal,270.6,18.13,8.24
118,44,114,7.51,26.78,Sandy,1.23,22.11,81.07,2552.98,7.93,7.48,Central,1481,Kharif,Maize,Drip,154.06,2.21,9.27
95,87,50,6.42,61.06,Silt,0.39,20.07,84.96,1060.0,8.1,5.27,East,1259,Rabi,Wheat,Canal,87.7,19.56,8.13
160,31,113,6.66,59.51,Silt,0.48,37.7,57.66,525.5,6.03,3.2,Central,409,Zaid,Rice,Rainfed,107.38,14.6,9.03
151,28,103,6.83,30.82,Clay,0.31,19.6,39.06,2178.37,9.94,14.7,Central,1727,Zaid,Cotton,Canal,233.16,13.13,8.29
178,33,91,7.07,64.84,Clay,0.79,39.81,43.36,1367.09,9.52,17.74,Central,266,Rabi,Potato,Sprinkler,348.02,20.14,26.25
113,85,63,7.83,29.92,Loamy,1.3,16.28,48.28,2663.44,9.75,15.65,North,2080,Kharif,Cotton,Sprinkler,330.37,23.7,9.72
145,73,49,8.04,51.09,Sandy,0.88,36.18,44.98,2633.65,10.98,14.38,Central,1907,Rabi,Potato,Drip,170.57,16.3,25.15
145,81,54,8.0,47.2,Loamy,1.04,31.97,88.04,2735.22,6.16,10.03,East,623,Zaid,Maize,Rainfed,115.04,3.32,9.41
67,58,40,7.55,18.23,Sandy,1.07,30.06,39.36,2237.11,10.82,15.2,North,1864,Kharif,Cotton,Canal,271.13,15.44,7.56
172,46,130,7.82,32.11,Sandy,0.42,23.36,71.15,1832.17,5.47,10.08,East,18,Rabi,Sugarcane,Rainfed,308.46,0.08,76.58
139,25,82,4.97,62.57,Silt,0.53,34.5,60.7,2217.37,4.63,6.47,East,2136,Zaid,Maize,Rainfed,315.5,8.21,12.77
75,16,111,7.69,17.54,Sandy,1.49,24.77,32.05,988.11,4.07,4.84,East,720,Zaid,Maize,Canal,135.17,17.54,8.48
54,82,31,5.05,23.74,Clay,0.9,14.07,42.7,305.5,5.64,4.67,West,152,Kharif,Wheat,Drip,210.66,21.79,6.12
50,31,111,7.34,63.55,Silt,0.84,18.41,86.01,1452.49,6.19,8.75,Central,1522,Rabi,Sugarcane,Drip,102.94,8.96,74.95
150,95,79,5.38,16.99,Loamy,1.28,15.47,79.01,1899.24,6.16,11.85,West,2129,Kharif,Rice,Sprinkler,60.65,6.09,6.67
151,54,86,6.02,37.33,Sandy,0.36,27.09,65.16,2397.31,10.51,3.58,East,783,Kharif,Wheat,Drip,97.27,4.09,8.32
